scoutId,regio1,regio2,regio3,geo_plz,baseRent,totalRent,serviceCharge,heatingCosts,livingSpace,noRooms,yearConstructed,condition,typeOfFlat,energyEfficiencyClass,heatingType,pricetrend,newlyConst,balcony,lift,cellar,garden,hasKitchen,date
106173037,Bremen,Bremen,Sebaldsbrück,28329,770.0,990.0,110.0,110.0,107.0,4.0,1982.0,fully_renovated,apartment,NO_INFORMATION,oil_heating,2.78,False,True,False,True,False,False,Sep18
107317860,Nordrhein_Westfalen,Essen,Katernberg,45327,440.0,660.0,140.0,80.0,71.0,3.0,2011.0,well_kept,ground_floor,,district_heating,3.23,False,True,False,True,False,False,Sep18
114801617,Sachsen,Chemnitz,Bernsdorf,9126,375.0,535.0,160.0,,70.0,3.0,1959.0,well_kept,apartment,C,central_heating,0.38,False,True,False,False,True,True,Feb20
113912910,Sachsen,Leipzig,Altlindenau,4177,1195.0,1745.0,550.0,,175.0,4.0,1900.0,fully_renovated,apartment,B,,4.15,False,True,True,False,False,False,Feb20
113091086,Nordrhein_Westfalen,Heinsberg_Kreis,Wegberg,41844,450.0,540.0,90.0,,70.0,3.0,1986.0,fully_renovated,apartment,D,self_contained_central_heating,2.99,False,True,False,True,False,False,Oct19
107346228,Berlin,Berlin,Tiergarten_Tiergarten,10553,491.5,629.0,137.5,,67.42,2.0,,,roof_storey,,,11.22,False,False,False,True,False,True,Sep18
111325121,Hamburg,Hamburg,Lokstedt,22529,1390.0,1640.0,250.0,,102.0,3.0,1950.0,refurbished,roof_storey,,gas_heating,6.19,False,True,False,True,False,True,May19
115266862,Bayern,Würzburg_Kreis,Kürnach,97273,700.0,,200.0,,89.0,3.0,2011.0,well_kept,,,,4.4,False,True,True,False,False,True,Feb20
111049917,Nordrhein_Westfalen,Minden_Lübbecke_Kreis,Lübbecke,32312,409.0,,257.0,96.0,74.0,3.0,1968.0,,apartment,F,central_heating,3.35,False,True,False,True,False,False,May19
111419168,Nordrhein_Westfalen,Düsseldorf,Eller,40231,590.06,,160.0,,68.91,3.0,1926.0,well_kept,ground_floor,D,central_heating,4.79,False,False,False,False,True,False,May19
109360104,Sachsen,Chemnitz,Kaßberg,9112,280.0,405.0,125.0,,53.25,2.0,,well_kept,apartment,,district_heating,0.72,False,False,True,False,False,False,Feb20
113604221,Nordrhein_Westfalen,Hagen,Boele,58099,1800.0,2100.0,200.0,100.0,180.0,6.0,,mint_condition,,,,1.17,False,True,False,True,True,True,Oct19
111353119,Nordrhein_Westfalen,Düsseldorf,Pempelfort,40211,335.0,410.0,75.0,,28.0,1.0,1956.0,fully_renovated,apartment,E,self_contained_central_heating,5.1,False,False,False,False,False,True,May19
110962348,Nordrhein_Westfalen,Gelsenkirchen,Bulmke_Hüllen,45888,388.0,493.0,105.0,,69.8,2.0,1954.0,fully_renovated,apartment,,self_contained_central_heating,2.87,False,False,False,True,False,False,May19
111144731,Bayern,München_Kreis,Oberschleißheim,85764,1590.0,1890.0,300.0,,97.56,4.0,1993.0,,apartment,F,,6.76,False,True,True,True,False,False,May19
115225780,Nordrhein_Westfalen,Remscheid,Vieringhausen,42857,510.0,,200.0,,101.0,3.0,1900.0,,roof_storey,,self_contained_central_heating,3.03,False,False,False,False,False,False,Feb20
113826183,Nordrhein_Westfalen,Rhein_Erft_Kreis,Brühl,50321,650.0,840.0,95.0,95.0,75.23,3.0,1970.0,need_of_renovation,other,,central_heating,3.93,False,True,False,True,False,False,Oct19
89347388,Bayern,Ansbach_Kreis,Herrieden,91567,300.0,450.0,150.0,,35.0,1.0,2001.0,mint_condition,ground_floor,,oil_heating,5.08,False,True,False,False,False,True,Sep18
110949815,Nordrhein_Westfalen,Aachen,Verlautenheide,52080,447.75,,250.0,,92.51,4.0,1996.0,,maisonette,,central_heating,1.93,False,True,False,False,False,False,May19
109406300,Sachsen_Anhalt,Saalekreis,Merseburg,6217,290.0,417.6,69.6,58.0,58.0,3.0,1962.0,,,,,0.18,False,True,False,False,False,False,Feb20
108814964,Sachsen,Meißen_Kreis,Nossen,1683,310.1,435.1,125.0,,56.9,2.0,1920.0,fully_renovated,apartment,,gas_heating,0.0,False,False,False,True,True,False,May19
112451513,Berlin,Berlin,Tiergarten_Tiergarten,10557,1492.77,1731.27,162.7,75.8,81.35,3.0,2019.0,first_time_use,apartment,B,district_heating,8.22,True,True,True,True,False,True,Oct19
110413862,Nordrhein_Westfalen,Aachen,Kalkofen,52068,593.28,799.28,143.0,63.0,74.16,3.0,1966.0,,apartment,E,central_heating,6.58,False,True,False,True,False,False,May19
114177037,Sachsen_Anhalt,Magdeburg,Neustädter_See,39126,232.0,312.0,40.0,40.0,36.64,1.0,1977.0,,other,,,1.4,False,True,True,False,False,False,Feb20
107032159,Baden_Württemberg,Schwarzwald_Baar_Kreis,Villingen_Schwenningen,78052,700.0,900.0,200.0,,91.0,3.0,1989.0,well_kept,ground_floor,,gas_heating,4.11,False,True,False,True,True,True,Sep18
114390129,Nordrhein_Westfalen,Duisburg,Alt_Hamborn,47166,399.0,,100.0,70.0,64.0,3.0,1962.0,modernized,apartment,,central_heating,3.4,False,True,False,True,False,False,Feb20
111354342,Niedersachsen,Hannover_Kreis,Garbsen,30826,320.0,370.0,50.0,,38.0,1.0,,,other,,,5.29,False,True,False,True,False,True,May19
110636008,Mecklenburg_Vorpommern,Ludwigslust_Kreis,Boizenburg/Elbe,19258,394.0,599.0,71.0,134.0,78.7,4.0,1969.0,need_of_renovation,apartment,,central_heating,0.0,False,True,False,True,False,False,May19
106871882,Hamburg,Hamburg,Billstedt,22117,730.0,840.0,110.0,,69.7,2.5,1938.0,modernized,roof_storey,,self_contained_central_heating,5.88,False,False,False,True,True,True,Sep18
113346239,Thüringen,Gera,Lusan_Brüte,7549,190.0,260.0,70.0,,32.35,1.0,1977.0,mint_condition,apartment,C,central_heating,2.45,False,False,False,True,False,False,Oct19
113197251,Nordrhein_Westfalen,Düren_Kreis,Düren,52349,602.0,782.0,180.0,,86.0,3.0,1954.0,well_kept,apartment,,central_heating,3.7,False,True,False,True,False,True,Oct19
113015291,Sachsen,Zwickau,Marienthal_West,8060,264.6,390.6,36.4,43.1,49.0,2.0,1966.0,,other,,,0.51,False,True,False,True,False,False,Oct19
113832548,Bayern,Nürnberg,St._Leonhard,90439,644.43,748.43,104.0,,65.96,3.0,1963.0,well_kept,,C,,4.73,False,False,False,False,False,False,Oct19
109274425,Sachsen,Leipzig,Zentrum_Südost,4103,1045.5,1353.0,307.5,,123.0,4.0,2019.0,mint_condition,apartment,,,6.17,True,True,False,False,False,False,May19
115689664,Sachsen,Leipzig,Paunsdorf,4328,500.0,700.0,100.0,100.0,75.15,3.0,,refurbished,other,A,gas_heating,3.22,False,False,False,True,False,True,Feb20
114520281,Sachsen,Sächsische_Schweiz_Osterzgebirge_Kreis,Pirna,1796,855.0,1155.0,300.0,,114.87,4.0,1900.0,refurbished,,,,0.93,False,True,True,True,False,False,Feb20
113853452,Schleswig_Holstein,Lübeck,Innenstadt,23552,599.0,,180.0,,60.0,2.0,1960.0,modernized,apartment,,central_heating,4.23,False,False,False,False,False,True,Oct19
115657585,Bayern,Ingolstadt,Südwest,85053,960.0,1150.0,190.0,,96.0,3.0,2003.0,mint_condition,apartment,,gas_heating,2.2,False,True,False,True,False,False,Feb20
115708044,Hessen,Frankfurt_am_Main,Nordend_Ost,60316,500.0,665.0,165.0,,31.0,1.0,1968.0,first_time_use_after_refurbishment,,,central_heating,5.39,False,True,True,False,False,True,Feb20
106673097,Nordrhein_Westfalen,Duisburg,Aldenrade,47179,340.0,462.0,122.0,,54.73,3.5,1954.0,,roof_storey,,,3.28,False,False,False,True,False,False,Sep18
112925763,Rheinland_Pfalz,Zweibrücken,Zweibrücken_Stadt,66482,400.0,,,,92.0,3.0,1977.0,well_kept,apartment,,,1.03,False,False,False,False,False,False,Oct19
99044701,Nordrhein_Westfalen,Bochum,Wiemelhausen/Brenschede,44799,550.0,550.0,0.0,,32.0,1.0,1984.0,mint_condition,terraced_flat,,floor_heating,4.29,False,True,False,False,True,True,May19
90802935,Bayern,München,Ramersdorf,81549,745.0,937.0,132.0,,30.45,1.0,2015.0,mint_condition,apartment,,central_heating,5.93,False,True,True,False,True,True,Sep18
111515732,Sachsen_Anhalt,Börde_Kreis,Harbke,39365,346.86,446.86,50.0,50.0,50.45,2.0,1956.0,mint_condition,apartment,,central_heating,1.97,False,True,True,False,False,True,Oct19
107346054,Brandenburg,Barnim_Kreis,Eberswalde,16225,342.0,455.0,113.0,,57.0,2.0,1924.0,refurbished,roof_storey,D,gas_heating,3.23,False,False,False,True,False,False,Sep18
106223923,Baden_Württemberg,Mannheim,Innenstadt_/_Jungbusch,68159,950.0,1150.0,200.0,,56.0,1.0,,first_time_use,loft,,central_heating,5.05,False,True,True,False,False,True,Sep18
115495905,Nordrhein_Westfalen,Düsseldorf,Grafenberg,40235,1100.0,1350.0,250.0,,100.0,3.0,,,maisonette,,,3.88,False,True,True,True,False,True,Feb20
93183849,Baden_Württemberg,Lörrach_Kreis,Weil_am_Rhein,79576,1050.0,1050.0,0.0,,51.0,1.0,1983.0,,,F,,7.69,False,True,True,False,False,True,May19
84700034,Rheinland_Pfalz,Alzey_Worms_Kreis,Osthofen,67574,610.0,810.0,200.0,,90.0,3.0,1993.0,mint_condition,maisonette,,central_heating,4.29,False,True,False,True,False,False,Feb20
115185511,Baden_Württemberg,Ludwigsburg_Kreis,Ludwigsburg,71638,1500.0,,250.0,,120.0,4.0,1864.0,,roof_storey,,central_heating,6.83,False,True,False,True,False,True,Feb20
115391600,Nordrhein_Westfalen,Bochum,Gleisdreieck,44787,790.0,1030.0,240.0,,80.0,4.0,,well_kept,apartment,NO_INFORMATION,district_heating,4.86,False,False,False,True,False,False,Feb20
106660253,Bremen,Bremen,Fesenfeld,28203,685.0,,220.0,,70.0,2.0,,,,,gas_heating,4.44,False,False,False,False,False,True,Feb20
115091005,Sachsen,Mittelsachsen_Kreis,Freiberg,9599,294.0,,52.0,65.0,49.0,2.0,1970.0,,apartment,C,district_heating,1.01,False,True,False,True,False,False,Feb20
85873849,Schleswig_Holstein,Rendsburg_Eckernförde_Kreis,Rendsburg,24768,299.0,,59.0,37.0,28.0,1.0,1950.0,well_kept,apartment,,central_heating,3.45,False,True,False,True,False,True,Sep18
106768391,Sachsen,Leipzig,Stötteritz,4299,300.0,440.0,140.0,,59.0,2.0,,refurbished,apartment,,central_heating,4.48,False,False,False,True,True,False,Sep18
59984889,Sachsen_Anhalt,Magdeburg,Leipziger_Str.,39112,390.0,485.0,45.0,45.0,57.71,2.0,1998.0,fully_renovated,apartment,,central_heating,1.78,False,False,False,True,True,True,Oct19
115599881,Baden_Württemberg,Rottweil_Kreis,Villingendorf,78667,550.0,600.0,50.0,,60.0,2.0,1980.0,first_time_use_after_refurbishment,,D,self_contained_central_heating,5.42,False,True,False,True,True,True,Feb20
113796323,Sachsen,Bautzen_Kreis,Großröhrsdorf,1900,768.0,960.0,192.0,,96.0,3.0,1920.0,refurbished,ground_floor,,,2.81,False,True,True,True,True,False,Oct19
111318782,Bayern,Dillingen_an_der_Donau_Kreis,Wertingen,86637,750.0,880.0,130.0,,103.0,4.0,2016.0,mint_condition,other,,floor_heating,4.24,False,True,False,True,False,True,May19
111042246,Sachsen,Leipzig,Gohlis_Nord,4157,1550.0,2050.0,400.0,,143.87,4.0,,first_time_use,,,,4.16,False,True,True,True,False,False,May19
113644237,Sachsen,Chemnitz,Gablenz,9126,234.0,334.0,100.0,,41.7,2.0,1929.0,,apartment,,,0.19,False,True,False,True,False,False,Oct19
107750299,Niedersachsen,Ammerland_Kreis,Rastede,26180,620.0,,,,71.0,3.0,2019.0,first_time_use,apartment,B,combined_heat_and_power_plant,3.91,True,True,True,True,False,False,May19
105926383,Sachsen_Anhalt,Dessau_Roßlau,Siedlung,6846,1235.0,1352.0,117.0,,129.5,4.0,1932.0,first_time_use,,NO_INFORMATION,district_heating,0.0,False,True,False,False,False,False,Sep18
115628972,Niedersachsen,Hannover_Kreis,Seelze,30926,500.0,646.0,76.0,70.0,52.64,2.0,1969.0,well_kept,apartment,E,district_heating,4.56,False,True,False,True,False,False,Feb20
115403033,Niedersachsen,Goslar_Kreis,Goslar,38640,750.0,750.0,180.0,,120.0,4.0,,fully_renovated,penthouse,,central_heating,3.49,False,True,False,True,True,False,Feb20
111049898,Nordrhein_Westfalen,Solingen,Solingen_Mitte,42655,309.0,,95.0,,43.25,1.0,1953.0,,apartment,F,,3.06,False,False,False,True,False,False,May19
115350364,Bayern,Garmisch_Partenkirchen_Kreis,Murnau_am_Staffelsee,82418,960.0,1200.0,240.0,,80.0,3.0,1963.0,well_kept,apartment,,oil_heating,5.37,False,True,False,False,False,True,Feb20
113382027,Mecklenburg_Vorpommern,Neubrandenburg,Stadtgebiet_Ost,17036,307.0,,126.0,87.0,76.02,4.0,1972.0,,apartment,,district_heating,0.78,False,True,False,False,False,False,Feb20
106655156,Sachsen,Nordsachsen_Kreis,Oschatz,4758,289.48,429.48,140.0,,56.76,2.0,1995.0,fully_renovated,roof_storey,,central_heating,1.75,False,True,False,True,False,True,Sep18
111349239,Hessen,Marburg_Biedenkopf_Kreis,Marburg,35037,370.0,395.0,,,11.0,1.0,,,apartment,,,2.88,False,False,False,False,False,False,May19
112324441,Brandenburg,Uckermark_Kreis,Prenzlau,17291,250.0,360.0,110.0,45.0,59.85,3.0,1989.0,well_kept,apartment,C,gas_heating,0.35,False,False,False,True,False,False,Oct19
115230788,Baden_Württemberg,Main_Tauber_Kreis,Grünsfeld,97947,895.0,895.0,0.0,,96.0,4.0,1968.0,,ground_floor,,central_heating,2.84,False,True,False,False,False,True,Feb20
100172355,Berlin,Berlin,Wilmersdorf_Wilmersdorf,10707,606.0,676.0,37.0,33.0,30.62,1.0,1896.0,refurbished,apartment,,district_heating,6.81,False,False,True,False,False,False,Oct19
106468049,Sachsen_Anhalt,Magdeburg,Reform,39120,316.0,448.72,132.72,,63.2,3.0,1958.0,modernized,other,B,gas_heating,2.65,False,False,False,False,False,False,May19
73367357,Nordrhein_Westfalen,Gelsenkirchen,Buer,45894,428.8,548.8,70.0,50.0,53.6,2.0,1950.0,well_kept,apartment,,gas_heating,3.18,False,True,False,True,True,False,May19
83712659,Sachsen,Chemnitz,Kaßberg,9112,304.0,432.0,64.0,64.0,64.0,3.0,1931.0,,apartment,,self_contained_central_heating,1.89,False,True,False,True,False,False,May19
115409733,Bayern,München,Milbertshofen,80807,1190.0,1190.0,,,29.0,1.0,1973.0,modernized,apartment,,oil_heating,5.9,False,True,False,False,False,True,Feb20
111229391,Niedersachsen,Schaumburg_Kreis,Hagenburg,31558,885.0,1085.0,200.0,,104.0,3.0,2019.0,first_time_use,apartment,,combined_heat_and_power_plant,5.56,True,True,True,False,False,False,May19
102286162,Hessen,Wiesbaden,Mitte,65185,1990.0,2140.0,150.0,,165.0,5.0,1900.0,refurbished,apartment,,self_contained_central_heating,2.94,False,False,False,True,False,True,Sep18
100316086,Niedersachsen,Hannover_Kreis,Garbsen,30823,700.0,886.0,186.0,50.0,64.0,3.0,1997.0,mint_condition,maisonette,,district_heating,4.35,False,True,False,False,False,True,Sep18
115173703,Schleswig_Holstein,Pinneberg_Kreis,Wedel,22880,1130.0,1445.0,250.0,,94.0,3.0,2013.0,mint_condition,penthouse,,central_heating,3.85,False,True,True,False,False,False,Feb20
98919362,Rheinland_Pfalz,Worms,Innenstadt_West,67549,704.0,784.0,80.0,,86.0,3.0,1980.0,fully_renovated,roof_storey,,gas_heating,4.17,False,True,False,False,False,False,May19
110633263,Berlin,Berlin,Prenzlauer_Berg_Prenzlauer_Berg,10405,1305.0,1439.0,134.0,,47.44,2.0,1906.0,,apartment,C,,7.69,False,True,True,False,False,False,Oct19
111730953,Thüringen,Eichsfeld_Kreis,Heilbad_Heiligenstadt,37308,390.36,498.36,108.0,,48.77,2.0,1984.0,,maisonette,,,4.33,False,False,True,False,False,False,Oct19
110152184,Hessen,Kassel,Forstfeld,34123,314.74,,120.5,,49.8,2.0,,,apartment,,self_contained_central_heating,1.77,False,False,False,True,False,False,May19
109272774,Sachsen,Chemnitz,Hilbersdorf,9131,190.0,270.0,80.0,,36.0,2.0,,fully_renovated,raised_ground_floor,,,0.0,False,True,False,True,True,False,May19
113853835,Bayern,Landshut,Wolfgang,84032,640.0,860.0,220.0,,78.89,3.0,1976.0,modernized,apartment,E,gas_heating,2.3,False,True,False,True,False,True,Oct19
106055368,Sachsen,Mittelsachsen_Kreis,Freiberg,9599,400.0,540.0,70.0,70.0,70.21,2.0,1910.0,well_kept,apartment,,central_heating,1.69,False,False,False,False,False,True,May19
113793332,Hessen,Frankfurt_am_Main,Höchst,65929,550.0,610.0,60.0,,53.0,2.0,,well_kept,apartment,,self_contained_central_heating,4.91,False,False,False,True,False,True,Oct19
78109407,Sachsen,Bautzen_Kreis,Sohland_an_der_Spree,2689,230.0,,100.0,,40.0,1.5,1900.0,modernized,ground_floor,D,central_heating,3.77,False,False,False,True,True,False,Sep18
115230049,Baden_Württemberg,Pforzheim,Au,75175,415.0,495.0,80.0,,60.0,3.0,1952.0,,apartment,,electric_heating,4.67,False,False,False,True,False,True,Feb20
110532477,Nordrhein_Westfalen,Warendorf_Kreis,Warendorf,48231,1140.0,1390.0,250.0,,128.0,4.0,1778.0,first_time_use,ground_floor,,central_heating,4.33,False,True,False,False,True,False,May19
115522077,Bayern,München,Aubing,81243,1750.0,2050.0,300.0,,99.0,4.0,2015.0,mint_condition,apartment,,,4.85,False,True,False,True,True,True,Feb20
110855734,Nordrhein_Westfalen,Düsseldorf,Stadtmitte,40210,1725.0,2045.0,320.0,,127.77,4.0,1955.0,first_time_use_after_refurbishment,terraced_flat,NO_INFORMATION,floor_heating,5.14,False,True,True,True,False,False,May19
62655144,Rheinland_Pfalz,Koblenz,Metternich,56072,630.0,,55.0,,68.0,2.5,2000.0,mint_condition,maisonette,,,3.3,False,True,False,True,False,True,Oct19
112906121,Thüringen,Wartburgkreis,Moorgrund,36433,750.0,1000.0,250.0,,120.0,4.0,2001.0,fully_renovated,apartment,,central_heating,6.02,False,True,False,False,False,False,Oct19
113645307,Hessen,Frankfurt_am_Main,Westend_Süd,60325,1795.0,,250.0,,123.0,3.0,1910.0,fully_renovated,apartment,,central_heating,4.48,False,True,True,False,False,False,Oct19
103664099,Sachsen,Leipzig,Neulindenau,4179,1452.0,1735.0,293.0,,115.93,5.0,,first_time_use,apartment,,,3.08,False,True,True,True,False,False,Sep18
87495306,Bayern,München,Hadern,81375,1100.0,1320.0,220.0,,78.0,3.0,1972.0,mint_condition,apartment,NO_INFORMATION,central_heating,5.22,False,True,True,True,False,False,Sep18
110724274,Niedersachsen,Diepholz_Kreis,Weyhe,28844,880.0,,,,85.32,3.0,2019.0,first_time_use,apartment,A_PLUS,central_heating,4.03,True,True,True,False,False,False,May19
111141538,Sachsen_Anhalt,Saalekreis,Bad_Dürrenberg,6231,355.0,515.0,80.0,80.0,63.8,3.0,1962.0,,,B,,0.54,False,True,False,True,False,False,Oct19
115610140,Rheinland_Pfalz,Speyer,Kernstadt_Nord,67346,1300.0,1365.0,65.0,,147.0,4.0,,mint_condition,apartment,,self_contained_central_heating,3.26,False,True,False,True,False,False,Feb20
109903501,Nordrhein_Westfalen,Neuss_Rhein_Kreis,Neuss,41462,492.56,647.56,155.0,0.0,68.89,2.0,1967.0,,apartment,,self_contained_central_heating,4.0,False,True,False,False,False,False,May19
110842641,Sachsen,Leipzig,Möckern,4159,280.0,365.0,85.0,,42.47,2.0,1900.0,well_kept,roof_storey,,central_heating,4.69,False,False,False,True,True,False,May19
81512130,Nordrhein_Westfalen,Euskirchen_Kreis,Euskirchen,53879,330.0,,150.0,,53.0,2.0,,,,,,3.52,False,False,False,False,False,False,May19
106290758,Bayern,Kaufbeuren,Neugablonz,87600,420.0,560.0,70.0,70.0,57.0,2.0,1969.0,well_kept,apartment,,central_heating,5.63,False,True,False,True,False,False,Sep18
115691211,Brandenburg,Barnim_Kreis,Eberswalde,16225,390.0,510.0,60.0,60.0,50.26,2.0,1964.0,,,B,,3.19,False,True,False,True,False,False,Feb20
101620504,Nordrhein_Westfalen,Düsseldorf,Stadtmitte,40212,1150.0,1380.0,130.0,100.0,108.0,3.0,1957.0,well_kept,other,,central_heating,5.05,False,True,False,False,False,True,Oct19
111145810,Hessen,Fulda_Kreis,Fulda,36037,250.0,,50.0,,18.0,1.0,2015.0,,,NO_INFORMATION,central_heating,7.24,False,False,False,False,False,False,May19
98977552,Sachsen_Anhalt,Halle_Saale,Lutherplatz/Thüringer_Bahnhof,6112,360.0,,87.0,68.0,62.08,2.0,1954.0,,,,,4.05,False,False,True,True,False,False,May19
113475658,Sachsen,Nordsachsen_Kreis,Eilenburg,4838,325.0,465.0,140.0,,65.0,2.0,1920.0,first_time_use_after_refurbishment,raised_ground_floor,,central_heating,2.82,False,False,False,True,True,True,Feb20
43166277,Nordrhein_Westfalen,Recklinghausen_Kreis,Castrop_Rauxel,44579,280.0,400.0,120.0,,45.5,2.0,1950.0,well_kept,,NO_INFORMATION,central_heating,3.23,False,False,False,True,False,False,Sep18
115471268,Sachsen_Anhalt,Mansfeld_Südharz_Kreis,Lutherstadt_Eisleben,6295,312.0,363.0,51.0,,57.72,3.0,1975.0,refurbished,apartment,C,central_heating,1.81,False,True,False,True,False,False,Feb20
112796153,Hessen,Wiesbaden,Biebrich,65199,842.88,1069.2,150.88,75.44,75.97,3.0,2018.0,,apartment,C,central_heating,2.0,True,True,True,False,False,False,Oct19
107677055,Nordrhein_Westfalen,Essen,Altenessen_Süd,45326,559.0,,138.0,92.0,92.0,3.0,1951.0,negotiable,apartment,,central_heating,4.76,False,False,False,True,False,False,May19
106053419,Rheinland_Pfalz,Alzey_Worms_Kreis,Osthofen,67574,714.0,864.0,150.0,,119.0,4.0,,well_kept,roof_storey,,central_heating,4.29,False,True,False,False,False,False,Sep18
86670374,Baden_Württemberg,Lörrach_Kreis,Lörrach,79539,1310.0,1310.0,0.0,,55.0,2.0,1955.0,,ground_floor,G,,6.86,False,True,False,True,False,True,Sep18
111043949,Bayern,Garmisch_Partenkirchen_Kreis,Unterammergau,82497,900.0,,,,120.0,3.0,1800.0,well_kept,ground_floor,,central_heating,2.92,False,True,False,False,False,True,May19
40326246,Hessen,Offenbach_Kreis,Mühlheim_am_Main,63165,330.0,,150.0,,39.0,1.0,1970.0,,roof_storey,,central_heating,5.25,False,False,False,True,False,False,May19
111392864,Nordrhein_Westfalen,Solingen,Solingen_Mitte,42651,230.0,350.0,60.0,60.0,25.0,1.0,1977.0,modernized,ground_floor,,central_heating,3.06,False,False,False,True,False,False,May19
65809594,Sachsen_Anhalt,Magdeburg,Stadtfeld_Ost,39108,360.0,470.0,110.0,,52.75,2.0,1900.0,refurbished,roof_storey,,central_heating,2.62,False,True,False,True,False,True,May19
108982490,Bayern,Miltenberg_Kreis,Großwallstadt,63868,795.0,990.0,195.0,,55.0,2.0,2018.0,mint_condition,,,heat_pump,2.76,False,True,False,False,True,True,Feb20
114129470,Berlin,Berlin,Neukölln_Neukölln,12059,406.71,487.71,81.0,,38.03,1.0,1918.0,well_kept,ground_floor,F,self_contained_central_heating,9.65,False,False,False,True,False,False,Feb20
107363495,Nordrhein_Westfalen,Köln,Buchheim,51067,1595.0,1815.0,220.0,,145.0,5.0,2018.0,first_time_use,maisonette,A,combined_heat_and_power_plant,4.81,True,True,False,False,False,False,Sep18
113191508,Hamburg,Hamburg,Barmbek_Süd,22083,1580.0,1823.0,243.0,,81.0,3.0,2018.0,mint_condition,apartment,,district_heating,5.62,True,True,True,True,False,True,Oct19
67847549,Sachsen_Anhalt,Magdeburg,Sudenburg,39112,395.0,550.0,155.0,,70.0,2.0,1906.0,modernized,apartment,,central_heating,3.51,False,True,False,True,False,False,May19
111176428,Sachsen_Anhalt,Magdeburg,Sudenburg,39112,271.0,383.0,112.0,,46.0,2.0,1900.0,fully_renovated,ground_floor,,central_heating,1.66,False,False,False,False,False,True,Oct19
115601457,Sachsen,Chemnitz,Kaßberg,9112,252.0,372.0,120.0,,60.0,2.0,,well_kept,roof_storey,,central_heating,0.9,False,False,False,True,False,False,Feb20
114396341,Sachsen,Chemnitz,Sonnenberg,9130,140.0,195.0,55.0,,26.5,1.0,1997.0,fully_renovated,roof_storey,,central_heating,0.63,False,False,True,True,True,False,Feb20
111604642,Sachsen,Chemnitz,Schloßchemnitz,9113,286.0,414.0,128.0,,63.37,3.0,1920.0,well_kept,apartment,,central_heating,0.19,False,True,False,True,False,False,Oct19
111000630,Baden_Württemberg,Rhein_Neckar_Kreis,Schwetzingen,68723,1100.0,1350.0,250.0,,113.0,4.0,,,apartment,,,4.7,False,True,False,True,False,True,May19
114505959,Niedersachsen,Peine_Kreis,Peine,31226,670.0,910.0,240.0,,122.0,3.0,,well_kept,ground_floor,,central_heating,2.9,False,True,False,True,True,False,Feb20
111201818,Niedersachsen,Stade_Kreis,Buxtehude,21698,1300.0,1545.0,245.0,,98.24,4.0,2015.0,mint_condition,apartment,A_PLUS,heat_pump,4.19,False,True,False,False,False,True,May19
106840888,Sachsen,Meißen_Kreis,Weinböhla,1689,355.0,475.0,120.0,,53.5,2.5,1995.0,well_kept,roof_storey,D,central_heating,1.54,False,True,False,True,False,True,Sep18
111230784,Bayern,Nürnberg,Steinbühl,90443,1790.0,2280.0,490.0,,260.0,7.0,,first_time_use_after_refurbishment,apartment,NO_INFORMATION,central_heating,4.58,False,True,False,True,True,True,May19
111982887,Niedersachsen,Hannover,Groß_Buchholz,30659,1281.99,1684.33,226.1,96.24,113.05,4.0,2019.0,first_time_use,ground_floor,,,3.68,True,True,True,False,False,True,Oct19
107364584,Nordrhein_Westfalen,Köln,Kalk,51107,490.0,650.0,160.0,,46.0,2.0,,,other,,,5.38,False,False,False,True,False,False,Sep18
105576187,Sachsen,Mittelsachsen_Kreis,Hainichen,9661,220.0,340.0,120.0,65.0,48.0,2.0,1909.0,,,,central_heating,0.0,False,False,False,True,False,True,Sep18
54997763,Nordrhein_Westfalen,Duisburg,Neudorf_Süd,47057,413.0,577.0,164.0,,66.0,3.0,,fully_renovated,,,central_heating,4.62,False,False,False,True,False,False,Sep18
113633607,Bayern,Nürnberg,St._Leonhard,90439,750.0,900.0,,,75.0,3.0,1963.0,well_kept,apartment,,central_heating,4.73,False,True,False,False,False,False,Oct19
103760985,Nordrhein_Westfalen,Leverkusen,Lützenkirchen,51381,545.0,745.0,200.0,,77.39,3.0,1995.0,well_kept,ground_floor,,gas_heating,1.39,False,True,False,True,False,True,Feb20
106860722,Sachsen_Anhalt,Saalekreis,Salzmünde,6198,155.0,245.0,60.0,,25.0,1.0,1996.0,well_kept,roof_storey,,central_heating,1.74,False,False,False,False,False,False,May19
113146938,Sachsen_Anhalt,Halle_Saale,Heide_Nord/Blumenau,6120,320.15,,68.6,51.45,57.17,3.0,1987.0,refurbished,,B,district_heating,2.41,False,True,False,False,False,False,Oct19
111398089,Hessen,Frankfurt_am_Main,Innenstadt,60313,3200.0,3700.0,500.0,,152.0,3.5,2014.0,mint_condition,penthouse,NO_INFORMATION,gas_heating,5.99,False,True,True,True,False,True,May19
89267522,Nordrhein_Westfalen,Kleve_Kreis,Bedburg_Hau,47551,750.0,990.0,110.0,130.0,110.0,4.0,1900.0,well_kept,apartment,,central_heating,,False,True,False,False,False,True,Feb20
110344499,Niedersachsen,Leer_Kreis,Leer_Ostfriesland,26789,650.0,,,,61.35,2.0,2018.0,first_time_use,terraced_flat,,floor_heating,4.68,True,True,True,True,False,True,May19
